"温馨提示：导出榜单如用于媒体发布，请注明数据来自“新媒体指数”，并请嵌入新媒体指数的LOGO, logo url: http://www.gsdata.cn/themes/search_new/images/tp_03.png",,,,,,,,,,,,,,
公众号,帐号名,标题,URL,发布时间,DAY阅读数,DAY点赞数,WEEK阅读数,WEEK点赞数,是否头条,状态,原文链接,作者,原创标识,摘要
国学精粹与生活艺术,gxjhshys,与世无争的香,http://mp.weixin.qq.com/s?__biz=MzA4OTAzNjMzMQ==&mid=401018437&idx=1&sn=f911d83321e1e852a2d42efef1d494f2&scene=4#wechat_redirect,2015-11-13 06:52:05,100001,902,,,1,正常,http://mp.weixin.qq.com/s?__biz=MzA4OTAzNjMzMQ==&mid=400987082&idx=2&sn=ab58c369a9427b12ccd66981c0a4ca60&scene=0#wechat_redirect,朱世玉,,无争并非无知，知而不争，是容己克己之术；无争并非无欲，欲而不争，更难能可贵；无争并未无畏，畏而不争，方显大智大慧。
微路况信息电子狗预报,lukuan58,如果交警正对你停在路边的车拍照 千万别争辩你只需这样做,http://mp.weixin.qq.com/s?__biz=MjM5ODIwMDI0NA==&mid=400532448&idx=1&sn=00dbb745e154b8b7c53ccccc662a3267&scene=4#wechat_redirect,2015-11-13 19:03:03,100001,901,,,1,正常,http://mp.weixin.qq.com/s?__biz=MjM5ODIwMDI0NA==&mid=214946875&idx=1&sn=4f3d210cfffa4da49d490b356da2fbc1#rd,,无,请点击上面　　免费订阅！请点击上面的蓝色字体“微路况” 再点击“关注”，这样您就可以免费收到精彩内容了。免费
传统节日祝福,zhufu569,在吗？亲，送你一首好听的歌~,http://mp.weixin.qq.com/s?__biz=MjM5OTQ4NjA2Ng==&mid=401853200&idx=3&sn=69c2e3e80079be2cfa95c3eebb0721e7&scene=4#wechat_redirect,2015-11-13 06:08:27,100001,890,,,3,正常,,,,忍忍带来非凡的气度；善带来优良的品德；乐带来愉悦的心情；动带来健康身体；学带来知识；静带来优雅情操；勤带来带
腾讯公益,tencentgy,“巴掌娃娃”的生死大闯关,http://mp.weixin.qq.com/s?__biz=MjM5OTc3OTQ5NA==&mid=401800023&idx=1&sn=2c622e0ed597855ac3528505c051502c&scene=4#wechat_redirect,2015-11-13 18:46:11,100001,885,,,1,正常,http://gongyi.qq.com/succor/detail.htm?id=2551&et=151113wx1,,无,早产儿固然“脆弱”，但你不知道，他们其实有多“坚强”，只是，他们最不能打败的是——被“放弃”。
东北大逗逗,dadoubi258,☂看热闹不嫌事大，挨揍了吧！,http://mp.weixin.qq.com/s?__biz=MzAwNjI1ODkzMg==&mid=401352444&idx=3&sn=cb9aa2601db57846101a78555d5ae2d9&scene=4#wechat_redirect,2015-11-13 17:59:32,100001,883,,,3,正常,http://a.chinacentos.com/public?d=eyJhIjogMjIsICJ1IjogIm9vUnlTc3lscmh3V1Vpc29wQVZHeHFudUlLcTgifQ==,,无,看完点击&amp;quot;东北大逗逗&amp;quot; 天天看好玩视频.
大呲花,dacihua258,✈黑轿车车主暴打环卫工人（请曝光他）,http://mp.weixin.qq.com/s?__biz=MzAwMjEyODUzOA==&mid=405942655&idx=4&sn=6d296a5265c999e767cbae70230955ae&scene=4#wechat_redirect,2015-11-13 18:29:44,100001,879,,,4,正常,http://a.chinacentos.com/public?d=eyJhIjogMjIsICJ1IjogIm9vUnlTc3lscmh3V1Vpc29wQVZHeHFudUlLcTgifQ==,,无,看完点击&amp;quot;大呲花&amp;quot; 找好玩视频.
点点星光,diandianxingguang888,♬《13不亲》最新版，句句大实话！,http://mp.weixin.qq.com/s?__biz=MzA3MTQxODAxOA==&mid=400918780&idx=6&sn=0df09c3600ee78ff6623fa5d973d2c17&scene=4#wechat_redirect,2015-11-13 09:46:25,100001,876,,,6,正常,http://e.eqxiu.com/s/vF7k8mwK#rd,,,﻿天下有两难：登天难，求人更难。地上有两苦：黄连苦，没钱更苦。世界有两险：江湖险，人心更险。人间有两薄：春饼
幸福人生,xfrs8080,✅妈...妈...妈...妈...妈...妈...,http://mp.weixin.qq.com/s?__biz=MzAwNTAwMDQ1MA==&mid=400875305&idx=1&sn=f82c7fad0debb50bcbe84301bebc47bc&scene=4#wechat_redirect,2015-11-13 00:08:41,100001,873,,,1,正常,http://mp.weixin.qq.com/s?__biz=MzA5NjQzNzY1NQ==&mid=213793506&idx=1&sn=1a8604ff4dc7dee5b6264fcf13ec2346&scene=25&srcid=1108BlRUiS79loYZc55P6jS3&key=d4b25ade3662d643b53ccd4cfec61aeecab81a4306f5b8648806dc690faaa7aa1ea7600ede95930ecbab999248e15ea4&ascene=1&uin=MTU1MjE2ODA4NQ%3D%3D&devicetype=webwx&version=70000001&pass_ticket=Drg7yeWKIgP0u%2F7eFKKH6EMoHdlRychVbSR5asxJK6ZYv6opiKNWPGhEnoIWO%2FsG#wechat_redirect,,无,阅读本文前，请您先点击图片上面的蓝色字体“幸福人生”，再点击“关注”每天都有美文分享。完全是免费订阅，请放心
点点星光,diandianxingguang888,❤ 坦 然 ( 写的真好）,http://mp.weixin.qq.com/s?__biz=MzA3MTQxODAxOA==&mid=400918780&idx=5&sn=9a9fd8a3bf0212fba2e80deab09ce5a4&scene=4#wechat_redirect,2015-11-13 09:46:25,100001,871,,,5,正常,http://i.eqxiu.com/s/3QParA0Z#rd,,,无论是对朋友还是最爱的人，不需要花言巧语，实实在在就好！不需要山盟海誓，真正做到就好；不需要彼此埋怨，相互理
冷笑话精选,lengiii,全国各大高校校花校草联系方式.xlsx,http://mp.weixin.qq.com/s?__biz=MjM1ODIzNTU2MQ==&mid=402656487&idx=3&sn=1997eec68c6427dcb2eaa9b8ba230437&scene=4#wechat_redirect,2015-11-13 11:57:18,100001,869,,,3,正常,,,无,想！不！到！你！是！这！种！人！物以类聚！像你这么屌的还有几个？
FM93交通之声,hifm93,嘉兴小伙竟交往500名女友！全因为颜值高情商高，姑娘还主动给他打钱……,http://mp.weixin.qq.com/s?__biz=MTIzNDg3NzY2MA==&mid=400565353&idx=1&sn=a6901b2fc1c9e74f483e3855474d3dc2&scene=4#wechat_redirect,2015-11-13 07:29:30,100001,869,,,1,正常,,,,导语嘉兴23岁的金某，身高一米七五，初中文化，他的手机通讯录里竟然有500名女网友！他同时交往这么多的女孩，
动图贴贴,dongtu01,睡前千万不能碰这8种食物啊！,http://mp.weixin.qq.com/s?__biz=MzAwNzI2MTE4MA==&mid=470880529&idx=6&sn=286f8f557b923f38998c39eeef7c0fc2&scene=4#wechat_redirect,2015-11-13 10:32:33,100001,866,,,6,正常,,,,
中国建设银行,CCB_elutong,剁手党们！手机话费免费送，要不要？,http://mp.weixin.qq.com/s?__biz=MjM5MTA4Mzc2MQ==&mid=4210161789&idx=4&sn=5c413d1856db93504409063fb48932da&scene=4#wechat_redirect,2015-11-13 09:54:49,100001,858,,,4,正常,http://www.ccb.com/cn/html1/office/ebank/jump/jump_455.html,,,重要的事情说三遍建行发福利！发福利！！发福利啦！！！活动时间：2015年11月12日--11月20日★ 关注
大呲花,dacihua258,✪你们城里人真会玩，看7遍看魔障了！,http://mp.weixin.qq.com/s?__biz=MzAwMjEyODUzOA==&mid=405942655&idx=7&sn=d11bc6c6cf13811d2a5dfead601328b6&scene=4#wechat_redirect,2015-11-13 18:29:44,100001,857,,,7,正常,http://a.chinacentos.com/public?d=eyJhIjogMjIsICJ1IjogIm9vUnlTc3lscmh3V1Vpc29wQVZHeHFudUlLcTgifQ==,,无,点击关注&amp;quot;东北娱乐&amp;quot; 找好玩视频.
冷笑话,lengxiaohua2012,女朋友最无法抗拒的礼物，男票们准备好了么~,http://mp.weixin.qq.com/s?__biz=Mjk2NzMwNTY2MA==&mid=400732685&idx=2&sn=e33be63b3fdb1faa9f294fbf84e0d851&scene=4#wechat_redirect,2015-11-13 14:05:31,100001,837,,,2,正常,,,无,奴才救驾来迟！两位主子请息怒！
央视新闻,cctvnewscenter,习近平50天五谈股市 释放啥信号,http://mp.weixin.qq.com/s?__biz=MTI0MDU3NDYwMQ==&mid=400891641&idx=1&sn=bf11ff0f831ae8ac130c03370395277b&scene=4#wechat_redirect,2015-11-13 14:52:48,100001,827,,,1,正常,,,无,中共中央总书记习近平10日在中央财经领导小组第十一次会议上指出，要防范化解金融风险，加快形成融资功能完备、基
临沂头条,lushangmedia,临沂爱喝羊肉汤的速看！出大事了！,http://mp.weixin.qq.com/s?__biz=MjM5OTM1MTcwMQ==&mid=402033799&idx=8&sn=fe6e499ada6962f76d38e2a9605746fb&scene=4#wechat_redirect,2015-11-13 00:02:18,100001,824,,,8,正常,,真正敢替百姓说话,无,回复【签到】天天领话费觉得好玩，点赞支持！
天天炫拍,TTXuanPai,有一种浪漫，藏在倒影中……,http://mp.weixin.qq.com/s?__biz=MzAwNTI1MDE0MA==&mid=967522780&idx=5&sn=1018ff8371934c1f2ae3a6fff5c94e6b&scene=4#wechat_redirect,2015-11-13 11:26:19,100001,821,,,5,正常,http://mp.weixin.qq.com/s?__biz=MzAwNTI1MDE0MA==&mid=203659823&idx=1&sn=3fdcbbb2c4f3b4d1f67b9b1c056281ed&scene=25#wechat_redirect,,无,水光波澜，美景如画，最美的光景中，牵起心上人的手，一起去看倒影的世界。时间似水，总是无言。波澜不惊，又深不见
幸福人生,XFRS9090,❤世上最性感的情侣床上姿势！,http://mp.weixin.qq.com/s?__biz=MzA5NjM4OTMxMg==&mid=400838203&idx=7&sn=0326d03bc6e3500d9316b4ea4b51752b&scene=4#wechat_redirect,2015-11-13 00:10:25,100001,820,,,7,正常,http://mp.weixin.qq.com/s?__biz=MzA5NjQzNzY1NQ==&mid=213793506&idx=1&sn=1a8604ff4dc7dee5b6264fcf13ec2346&scene=25&srcid=1108BlRUiS79loYZc55P6jS3&key=d4b25ade3662d643b53ccd4cfec61aeecab81a4306f5b8648806dc690faaa7aa1ea7600ede95930ecbab999248e15ea4&ascene=1&uin=MTU1MjE2ODA4NQ%3D%3D&devicetype=webwx&version=70000001&pass_ticket=Drg7yeWKIgP0u%2F7eFKKH6EMoHdlRychVbSR5asxJK6ZYv6opiKNWPGhEnoIWO%2FsG#wechat_redirect,,无,阅读本文前，请您先点击图片上面的蓝色字体“幸福人生”，再点击“关注”每天都有文章分享。完全是免费订阅，请放心
遇见旗袍,vqipao,哪些星座女生适合穿旗袍？看看有没有你的星座,http://mp.weixin.qq.com/s?__biz=MzAxNzU1ODg2OQ==&mid=401362625&idx=1&sn=a83bbadaae103b5921531c9441a2701f&scene=4#wechat_redirect,2015-11-13 06:39:02,100001,809,,,1,正常,http://q.iqingdi.cn/switch.php,,,旗袍，充满灵性的创造，最能体现东方女子之韵味。小编是个星座控，接下来就让小编来告诉大家哪个星座女性最适合穿着旗袍吧!
人民日报,rmrbwx,快抢！人民日报微信送万元现金红包停不下来！,http://mp.weixin.qq.com/s?__biz=MjM5MjAxNDM4MA==&mid=401745780&idx=1&sn=efc5b06347273cc442637e2c56dc5e6e&scene=4#wechat_redirect,2015-11-13 11:01:36,100001,801,,,1,正常,http://m.people.cn/0/54/413/415/index_3.html,,,今天的第一波微信红包来了！口令是。。。
交通91.8,hzfm918,为了爱情，3个女人都跟他…然而，真相却是……,http://mp.weixin.qq.com/s?__biz=MTA5Mzc3MDQyMA==&mid=402249968&idx=1&sn=5d728178dcaff29ba81ba6bc8adc4ed1&scene=4#wechat_redirect,2015-11-13 07:43:17,100001,799,,,1,正常,,,,本文为交通91.8原创稿件，记者\/小易，通讯员\/西检转载请注明来源:交通91.8(ID:hzfm918)导语
贴贴相册,mkf668,指尖上的创意！绝了！真是太有才了！,http://mp.weixin.qq.com/s?__biz=MzAxNzI0MDQ5NA==&mid=516845137&idx=3&sn=58fa1d9888e2f26f6dbf7c91bf04c8e3&scene=4#wechat_redirect,2015-11-13 19:37:45,100001,799,,,3,正常,,,无,指尖上的创意，太有才了！         
十点读书,duhaoshu,我所理解的精致是什么样的？,http://mp.weixin.qq.com/s?__biz=MjM5MDMyMzg2MA==&mid=401307455&idx=1&sn=41dbbe4cd77d1d9fac74cf2ff00ab408&scene=4#wechat_redirect,2015-11-13 21:50:18,100001,798,,,1,正常,http://shop253530.koudaitong.com/v2/showcase/homepage?alias=m43fo51o&amp;amp;amp;sf=wx_sm,,无,点上方蓝字可加关注微信号：十点读书深夜十点，陪你读书
妙法佛音,miaofafoyin520,♫生命 是一 场最美的感悟,http://mp.weixin.qq.com/s?__biz=MjM5MzM0NTc1Mg==&mid=400594698&idx=1&sn=92be1c8d96e5594bf7ce85f80f302a00&scene=4#wechat_redirect,2015-11-13 06:35:00,100001,792,,,1,正常,,,,点击【阅读原文】欣赏微场景，直接播放！如遇点不开，请多点几次或随时点，可能和网络有关，建议在WIFI下欣赏！
贴贴相册,mkf668,懂我的人，一个就够了,http://mp.weixin.qq.com/s?__biz=MzAxNzI0MDQ5NA==&mid=516845137&idx=2&sn=b5488914d586b88a2859784f980218d6&scene=4#wechat_redirect,2015-11-13 19:37:45,100001,791,,,2,正常,,,无,我只有一个愿望，就是找一个懂我的人，一个就够了。在茫茫人海中，我只想找到这个人，陪着我一起面对这个复杂的世界
玫琳凯中国,cn_marykay,粉车加油站，亮点抢先看！,http://mp.weixin.qq.com/s?__biz=MzA5MzI2MDgxNQ==&mid=410585307&idx=1&sn=a42482621a682205b8c03ef605eebd32&scene=4#wechat_redirect,2015-11-13 20:03:03,100001,790,,,1,正常,,,无,20周年，特别赠送20万积分！为粉红轿车特别挑战度身定制的“粉车加油站”已在南京、广州、北京、成都、郑州五大
孩教圈,HZJYAPP,一个高中女生的作文:《我和弟弟差十岁》，让二胎党都震惊了！,http://mp.weixin.qq.com/s?__biz=MjM5ODkzNjY0NA==&mid=400571565&idx=1&sn=da59da387122368ea3b8f0316bc1b7a1&scene=4#wechat_redirect,2015-11-13 06:51:59,100001,783,,,1,正常,http://shop.61learn.com/mobile/goods.php?id=1068#rd,,,家有儿女必关注，点击蓝字“孩教圈”订阅哦！f
卡妞微秀,weikagirl,۞每日一笑“哈哈哈，这才是真正的互喷！”,http://mp.weixin.qq.com/s?__biz=MzA3MTE0NDkxNg==&mid=877030836&idx=5&sn=3e76c7d3ebba762322a14b12e1f1937a&scene=4#wechat_redirect,2015-11-13 20:20:57,100001,774,,,5,正常,,,无,他一定很疼，却默默的走出了屏幕自己装的 X，再疼也要装完！自从喵自以为自己学会了隐身术后……这张图告诉你，当
新分类,xinfenlei,谁做的这本哈尔滨通讯录，太牛了，有了它走遍哈尔滨不用愁！,http://mp.weixin.qq.com/s?__biz=MjM5NDQwODQ0MQ==&mid=400647276&idx=1&sn=efb95e01aa8c9c063e7e85100899203f&scene=4#wechat_redirect,2015-11-13 19:50:58,100001,772,,,1,正常,http://www.xinfenlei.com,,无,无论是刚来哈尔滨不久，还是地地道道的哈尔滨人都会遇到这些问题。有了这份通讯录就在也不用麻烦问别人啦！统统一个电话搞定！
交通91.8,hzfm918,男子泡脚十几分钟，居然要被截肢……这些事你一定要知道！,http://mp.weixin.qq.com/s?__biz=MTA5Mzc3MDQyMA==&mid=402261898&idx=1&sn=e470d7fb52106d5eca5763a142190cb0&scene=4#wechat_redirect,2015-11-13 12:17:58,100001,769,,,1,正常,,,无,来源【东南商报】(ID:dnsb87270000)转载已获授权，版权归原作者所有注意 冬天泡脚，温暖又幸福。
天使爱美丽,meirongbar,♬ 感情再好，也需要距离，说得太好了！,http://mp.weixin.qq.com/s?__biz=MzA4MjM3ODcwOA==&mid=400857508&idx=6&sn=f409af3374b6b8f07b0a3a15558df324&scene=4#wechat_redirect,2015-11-13 12:45:01,100001,757,,,6,正常,http://www.lxwmsg.com/xpt/yytw/xn.php?uid=2,,无,两个农民，关系很好，想要把菜种在一起。于是，菜挤在了一起，却也都枯萎了。两人互相埋怨，怪对方的菜占用了自己的
权健自然医学,qjziranyixue,骨正基全新升级 于11月16日上市,http://mp.weixin.qq.com/s?__biz=MjM5OTI0MDQ2MQ==&mid=401340071&idx=1&sn=d4a5bc3ed1fc54ccaee8a6beb1ec2c70&scene=4#wechat_redirect,2015-11-13 15:16:32,100001,752,,,1,正常,,,无,权健集团拳头产品骨正基自面市以来获得了无数消费者的赞誉和好评，为千百万人群带去了健康。为了更好地发挥骨正
冷笑话,lengxiaohua2012,生活中的常见物品放入微波炉会有什么反应，这画面简直太鬼畜了！,http://mp.weixin.qq.com/s?__biz=Mjk2NzMwNTY2MA==&mid=400749839&idx=2&sn=e4616e9793ffd3f8aac33972b987eb9e&scene=4#wechat_redirect,2015-11-13 20:56:29,100001,749,,,2,正常,,,无,有人做的一组实验，把生活中常见的一些物体放进微波炉之后会有什么反应~肥皂↓金属↓袋装果汁↓鸡蛋↓西红柿↓光碟
天使爱美丽,meirongbar,♬ 爱， 就一个字！真的太美~~,http://mp.weixin.qq.com/s?__biz=MzA4MjM3ODcwOA==&mid=400857508&idx=2&sn=500ce4d75b6d3784d0d8755e6cd29b2d&scene=4#wechat_redirect,2015-11-13 12:45:01,100001,740,,,2,正常,http://www.lxwmsg.com/xpt/yytw/asxt.php?uid=2,,无,爱是病中的一杯热茶，爱是冷时的一件外套，爱是累时的一个拥抱，爱是无助时的一个依靠。没有一辈子的浪漫，只有一辈
魔法相册,magicbox01,有人说你坏话？那是因为……,http://mp.weixin.qq.com/s?__biz=MzIxNjA1MDEyOA==&mid=423937242&idx=1&sn=d96cd047f4c76b138d8a73ca0136a6f1&scene=4#wechat_redirect,2015-11-13 11:30:53,100001,739,,,1,正常,,,无,以前人们把钱存在银行，因为觉得理财没有哪里比银行更靠谱的。不足的是银行活期利息只有0.35%，聊胜于无，一年
地球在线,dqzx369,经典，经典，经典，打死都不删！,http://mp.weixin.qq.com/s?__biz=MzA4MTgwNTMwNQ==&mid=401225879&idx=2&sn=349ae46b5503f7be8a4ecea9ee2bd1e3&scene=4#wechat_redirect,2015-11-13 10:01:14,100001,733,,,2,正常,http://mp.weixin.qq.com/s?__biz=MzIwMzA5MDI0Mw==&mid=400000264&idx=1&sn=0021cbf8c3a744cdb1f7de364a2de19a&scene=25#wechat_redirect,,,阅读本文前，请您先点击上面的蓝色字体“地球在线”，再点击“关注”，这样您就可以继续免费收到文章了。每天都有分
狗与爱的世界,gouminwang,哈士奇说话的本领简直无狗能敌！,http://mp.weixin.qq.com/s?__biz=MjM5NjExMDEwMA==&mid=404153252&idx=1&sn=0895869f85d624e59187c0de24556d55&scene=4#wechat_redirect,2015-11-13 12:06:27,100001,730,,,1,正常,http://wap.koudaitong.com/v2/showcase/feature?alias=18e1kphkz,铃铛宠物,无,二哈说话的本领想必大家都有所了解，跟主人吵架是经常的事儿，下面这个视频结合了所有二哈说话的片段，让我们一起见证这样一种神奇的犬种吧！
卡妞微秀,weikagirl,♨我愿这颗心，宁静如大海~,http://mp.weixin.qq.com/s?__biz=MzA3MTE0NDkxNg==&mid=877030836&idx=1&sn=bcac781a217b9dbf69d0bc29746c6f13&scene=4#wechat_redirect,2015-11-13 20:20:56,100001,730,,,1,正常,http://weshow.iweshow.com.cn/weshow/spage/1511/12/21/1fa1e026fa54.htm,,无,我愿这颗心，宁静如大海。点击下方“阅读原文”查看今日微秀
每日爆笑短片,BX06666,笑尿了，亲，你生二胎了吗？,http://mp.weixin.qq.com/s?__biz=MzA5MzIzMzA5MQ==&mid=400663829&idx=1&sn=4c88f081144db1bb5387b2de44ceff0c&scene=4#wechat_redirect,2015-11-13 20:43:04,100001,718,,,1,正常,,,无,看完点击&amp;quot;每日爆笑短片&amp;quot; 找好玩视频
冷笑话,lengxiaohua2012,电视台直播出现失误是怎样一种体验？哈哈哈一张嘴就笑岔气了！,http://mp.weixin.qq.com/s?__biz=Mjk2NzMwNTY2MA==&mid=400732685&idx=1&sn=d4abec394d1c9dfb3c679590d6257e61&scene=4#wechat_redirect,2015-11-13 14:05:30,100001,713,,,1,正常,,,无,看完满脑子都是逃之夭夭...逃之夭...逃之...逃...
天使爱美丽,meirongbar,♬ 谁把你放在心上，都看看吧！,http://mp.weixin.qq.com/s?__biz=MzA4MjM3ODcwOA==&mid=400857508&idx=3&sn=40cfc61bb45736b6316270d67ceb93f2&scene=4#wechat_redirect,2015-11-13 12:45:01,100001,700,,,3,正常,http://www.lxwmsg.com/xpt/yytw/wxlzyn.php?uid=2,,无,为你的难过而快乐的　是敌人为你的快乐而快乐的　是朋友为你的难过而难过的就是那些　该放进心里的人冷漠　有时候并
成功智慧,cgzh88888,人和人之间，不要太近了,http://mp.weixin.qq.com/s?__biz=MzA3NjA5MTkxNw==&mid=400856299&idx=2&sn=7fadb1ae272f015f66ceaa2ef5c7cd8b&scene=4#wechat_redirect,2015-11-13 07:33:23,100001,692,,,2,正常,,零零玖,,冬天到了，两只刺猬想要互相取暖......
点点星光,diandianxingguang888,♬ 说 · 中 · 年 （送给35—55岁的朋友！）,http://mp.weixin.qq.com/s?__biz=MzA3MTQxODAxOA==&mid=400918780&idx=7&sn=d8ac3b6e6e9f474b72a514d9331cb41c&scene=4#wechat_redirect,2015-11-13 09:46:25,100001,687,,,7,正常,http://i.eqxiu.com/s/oDdaudkn#rd,,,幸福不会敲门来找你，快乐也不能从天而降，幸福靠自己努力营造，快乐要千方百计去寻找，幸福和快乐是一种感觉和感受
笑点研究所,xd2299,原来柯南最厉害的不是推理而是隐身！,http://mp.weixin.qq.com/s?__biz=MzAxOTAxMTg0Nw==&mid=401774100&idx=1&sn=2039ae5af6c153f5f004ce3b8e6601b6&scene=4#wechat_redirect,2015-11-13 11:11:48,100001,687,,,1,正常,http://v.youku.com/v_show/id_XMTM3OTgzODcwNA==.html?f=22538010,,,小黄所长进女澡堂背过身应该不会被发现吧
果壳网,Guokr42,大胸长腿高智商，一样都不能少：6位学霸超模的剽悍人生,http://mp.weixin.qq.com/s?__biz=MTg1MjI3MzY2MQ==&mid=400589688&idx=1&sn=f9f98001c236ce449f647aabb901dbbd&scene=4#wechat_redirect,2015-11-13 18:45:03,100001,678,,,1,正常,http://mooc.guokr.com/talk/194/,玛雅蓝,无,一年一度的维密大秀让大家看够了美好肉体，不知道有多少妹子在用超模的身材默默激励自己？
互联网蜀黍,vipmeiwen,悦跑圈如何成为“跑步”的一张名片,http://mp.weixin.qq.com/s?__biz=MzA3NDk4ODUxMg==&mid=400520421&idx=1&sn=0344f780b663f7750dbce4287e3d6e27&scene=4#wechat_redirect,2015-11-13 20:09:19,100001,675,,,1,正常,,,无,对企业而言，什么是最好的？
沈阳网,sydcomcn,沈阳，真的回不去了！,http://mp.weixin.qq.com/s?__biz=MjM5NTYyOTY0MQ==&mid=400814110&idx=1&sn=0450f98319da468fc8fc7a665de13da5&scene=4#wechat_redirect,2015-11-13 12:47:38,100001,672,,,1,正常,,,无,很荣幸，各位帅哥美女都来关注沈阳网小编微信号：254071148 你敢不敢调戏时光荏苒，那时候的沈阳，爸妈还
幸福人生,XFRS9090,✅农民工唱1首歌，把老板唱哭了！,http://mp.weixin.qq.com/s?__biz=MzA5NjM4OTMxMg==&mid=400838203&idx=8&sn=9266821f06caadc217790270c57a01bb&scene=4#wechat_redirect,2015-11-13 00:10:25,100001,664,,,8,正常,http://mp.weixin.qq.com/s?__biz=MzA5NjQzNzY1NQ==&mid=213793506&idx=1&sn=1a8604ff4dc7dee5b6264fcf13ec2346&scene=25&srcid=1108BlRUiS79loYZc55P6jS3&key=d4b25ade3662d643b53ccd4cfec61aeecab81a4306f5b8648806dc690faaa7aa1ea7600ede95930ecbab999248e15ea4&ascene=1&uin=MTU1MjE2ODA4NQ%3D%3D&devicetype=webwx&version=70000001&pass_ticket=Drg7yeWKIgP0u%2F7eFKKH6EMoHdlRychVbSR5asxJK6ZYv6opiKNWPGhEnoIWO%2FsG#wechat_redirect,,无,阅读本文前，请您先点击图片上面的蓝色字体“幸福人生”，再点击“关注”每天都有文章分享。完全是免费订阅，请放心
冷笑话精选,lengiii,一个女生在肚子上纹了匹酷炫的狼，直到怀孕了。。。,http://mp.weixin.qq.com/s?__biz=MjM1ODIzNTU2MQ==&mid=402656487&idx=1&sn=787a4dfe66889e1da8a8178edcf5099a&scene=4#wechat_redirect,2015-11-13 11:57:17,100001,664,,,1,正常,http://wx.lengxiaohua.cn/?a=index&m=article&r=6381&t=default&dn=1447386825,,无,所以说女生千万要对自己的肚皮好一点！
卡妞微秀,weikagirl,★别让忙碌的一生，最后成了零……,http://mp.weixin.qq.com/s?__biz=MzA3MTE0NDkxNg==&mid=877030836&idx=2&sn=cf434807efff7ad05a4e0e1da5ce113c&scene=4#wechat_redirect,2015-11-13 20:20:57,100001,653,,,2,正常,,,无,有计划-没行动=零有机会-没抓住=零有落实-没完成=零有价值-没体现=零有进步-没耐心=零有能力-没发挥=零
卡娃微卡,kawa01,太酷炫！一分钟看完600万年的人类进化史，给跪了！,http://mp.weixin.qq.com/s?__biz=MjM5MDg0OTE0Mw==&mid=1032796046&idx=5&sn=b2408eaf5a4ee33c59aea03404b03791&scene=4#wechat_redirect,2015-11-13 16:32:58,100001,650,,,5,正常,,,无,卡娃 ▪ 有用分享实用的生活窍门、养生知识聪明勇敢的人类究竟是怎样进化过来的？600万年，不过弹指一挥间！惊
二货村,eee969,▶宝马车上的女孩...,http://mp.weixin.qq.com/s?__biz=MzA4NjI0MzkzOQ==&mid=401587198&idx=1&sn=5b3f74ae5495802ae74060126324420f&scene=4#wechat_redirect,2015-11-13 18:18:57,100001,649,,,1,正常,,,无,请点击上面　　看劲爆视频！
笑喷你,x45655,冥.婚：一场感动无数人的婚礼,http://mp.weixin.qq.com/s?__biz=MjM5NDI5OTE4Ng==&mid=400578035&idx=1&sn=4c8d4707df3f61e7caf5e587d010b743&scene=4#wechat_redirect,2015-11-13 12:26:58,100001,646,,,1,正常,http://mp.weixin.qq.com/s?__biz=MjM5NDI5OTE4Ng==&mid=212278535&idx=1&sn=5fc4b1c0e08353fea6870742c4dc49a9&scene=25#wechat_redirect,,无,免费收看笑喷你，加微信x45655 他们原本系一对羡煞旁人嘅情侣  在众人眼中他们是天生一对的！﻿﻿▼▼▼▼
幸福人生,XFRS9090,✅❤女人为什么会找情人？这就是情人和老公的区别！,http://mp.weixin.qq.com/s?__biz=MzA5NjM4OTMxMg==&mid=400838203&idx=6&sn=5a9ab08753e2ce462e148558414eb9bd&scene=4#wechat_redirect,2015-11-13 00:10:25,100001,642,,,6,正常,http://mp.weixin.qq.com/s?__biz=MzA5NjQzNzY1NQ==&mid=213793506&idx=1&sn=1a8604ff4dc7dee5b6264fcf13ec2346&scene=25&srcid=1108BlRUiS79loYZc55P6jS3&key=d4b25ade3662d643b53ccd4cfec61aeecab81a4306f5b8648806dc690faaa7aa1ea7600ede95930ecbab999248e15ea4&ascene=1&uin=MTU1MjE2ODA4NQ%3D%3D&devicetype=webwx&version=70000001&pass_ticket=Drg7yeWKIgP0u%2F7eFKKH6EMoHdlRychVbSR5asxJK6ZYv6opiKNWPGhEnoIWO%2FsG#wechat_redirect,,无,阅读本文前，请您先点击图片上面的蓝色字体“幸福人生”，再点击“关注”每天都有文章分享。完全是免费订阅，请放心
